location,price,precio_estimado,diferencia_pct,sobrevaluado,subvaluado,m2,recamaras,banos,Lujo,Amueblado,colonia
"Ladrillera, Monterrey",22400,21758.353606752076,2.948965739065879,False,False,,3.0,,1,1,Ladrillera
"Centro, Monterrey",14500,14923.608835680347,-2.838514734234756,False,False,,3.0,,1,1,Centro
"Contry, Monterrey",11000,16919.452274398904,-34.98607507144733,False,True,,4.0,,1,1,Contry
"Centro, Monterrey",14700,13576.780234389018,8.273093813258804,False,False,,3.0,,0,0,Centro
"Hacienda Santa Clara, Monterrey",18500,17490.35265792685,5.772595680714099,False,False,80.0,2.0,2.0,0,1,Hacienda Santa Clara
"Roma, Monterrey",10000,10383.83283191829,-3.696446563916618,False,False,,,,0,1,Roma
"Colinas de San Jerónimo, Monterrey",23500,27829.652095929137,-15.557693933811231,False,False,158.0,3.0,2.0,0,0,Colinas de San Jerónimo
"Centro, Monterrey",23000,21544.03921528638,6.758067835675667,False,False,63.0,2.0,2.0,1,1,Centro
"San Jerónimo, Monterrey",30000,29306.72435779645,2.3655855691668846,False,False,100.0,2.0,2.0,1,1,San Jerónimo
"Santa María, Monterrey",33000,33063.488805416986,-0.19202088984204307,False,False,140.0,3.0,2.0,1,1,Santa María
"Acero, Monterrey",19000,13331.349746150823,42.52120274232467,True,False,55.0,1.0,1.0,1,1,Acero
"Dinastía , Monterrey",24000,23998.048348885164,0.0081325409735934,False,False,102.0,1.0,1.0,1,1,Dinastía
"Monterrey, Nuevo León",26000,36738.52011189892,-29.22959356879733,False,True,158.0,3.0,3.0,0,1,Monterrey
"Santa María, Monterrey",27000,28149.033737303413,-4.08196511477657,False,False,136.0,2.0,2.0,1,0,Santa María
"Cumbres 5to Sector, Monterrey",27000,26438.521606778628,2.123713275546442,False,False,180.0,3.0,3.0,0,1,Cumbres 5to Sector
"Contry Tesoro, Monterrey",8500,8373.792713317156,1.5071699408337602,False,False,1.0,1.0,1.0,0,1,Contry Tesoro
"Centro, Monterrey",26000,24521.74165951783,6.0283578589467846,False,False,70.0,2.0,2.0,1,1,Centro
"Obispado, Monterrey",26500,25441.869166724337,4.1590137357502135,False,False,90.0,2.0,2.0,0,1,Obispado
"Centro, Monterrey",11500,12444.206503370107,-7.587518763164207,False,False,49.0,1.0,1.0,0,0,Centro
"Roma Sur, Monterrey",14500,13737.649962160358,5.549348250534083,False,False,35.0,1.0,1.0,0,1,Roma Sur
"Buenos Aires, Monterrey",9000,9088.66148105831,-0.9755174757371041,False,False,250.0,2.0,2.0,0,0,Buenos Aires
"Obispado, Monterrey",26000,26187.59420404018,-0.7163476055820241,False,False,90.0,2.0,2.0,1,0,Obispado
"Satélite Miradores 1er Sector, Monterrey",22500,22534.100508950058,-0.15132846743322956,False,False,100.0,2.0,2.0,1,0,Satélite Miradores 1er Sector
"Lomas, Monterrey",16000,12412.443543483043,28.9029025102841,True,False,124.0,1.0,1.0,0,1,Lomas
"Tecnológico, Monterrey",10000,10967.871822562769,-8.824609169590156,False,False,39.0,,,0,1,Tecnológico
"Centro, Monterrey",39000,36012.8068447529,8.294807922427564,False,False,99.0,3.0,2.0,1,0,Centro
"Del Paseo Residencial, Monterrey",35000,35913.44155168485,-2.543453125677953,False,False,90.0,2.0,2.0,1,0,Del Paseo Residencial
"Puerta de Hierro Cumbres, Monterrey",16500,16545.290578892233,-0.27373698078178427,False,False,90.0,2.0,2.0,1,1,Puerta de Hierro Cumbres
"Santa María, Monterrey",35000,33978.037953390136,3.0077135354659243,False,False,110.0,2.0,2.0,1,0,Santa María
"San Jerónimo, Monterrey",35000,35216.98735918121,-0.6161440130245471,False,False,102.0,2.0,2.0,1,1,San Jerónimo
"Centro, Monterrey",10500,18075.395080589125,-41.909983415655574,False,True,35.0,1.0,1.0,0,0,Centro
"Ladrillera, Monterrey",32000,28315.405353679627,13.01268549857279,False,False,128.0,2.0,2.0,1,1,Ladrillera
"Regina, Monterrey",16000,15664.874254341876,2.139345265189324,False,False,80.0,3.0,2.0,0,1,Regina
"Obispado, Monterrey",24000,24288.17161179242,-1.1864689380426867,False,False,220.0,2.0,1.0,0,1,Obispado
"Colinas de San Jerónimo, Monterrey",26000,26071.248680639663,-0.2732844963140242,False,False,158.0,3.0,3.0,0,0,Colinas de San Jerónimo
"Ladrillera, Monterrey",36100,34309.81561092467,5.217703322501427,False,False,84.0,2.0,2.0,1,0,Ladrillera
"Santa María, Monterrey",30000,30162.36193475096,-0.5382931718085954,False,False,2000.0,2.0,2.0,1,1,Santa María
"Tecnológico, Monterrey",25000,23337.07948150829,7.125658203329873,False,False,56.0,1.0,1.0,1,1,Tecnológico
"Ladrillera, Monterrey",24500,24217.504934727596,1.1664912055713443,False,False,55.0,1.0,1.0,1,0,Ladrillera
"Estanza Residencial, Monterrey",29900,24494.442220600635,22.068507340220684,True,False,85.0,2.0,2.0,1,0,Estanza Residencial
"Obispado, Monterrey",42500,39626.46666009197,7.251550749040103,False,False,113.0,2.0,2.0,1,1,Obispado
"Vidriera, Monterrey",7500,7251.982637748362,3.4199938780968115,False,False,55.0,1.0,1.0,0,1,Vidriera
"Satélite Miradores 1er Sector, Monterrey",24000,23538.86436349881,1.9590394395417883,False,False,140.0,2.0,2.0,0,1,Satélite Miradores 1er Sector
"Obispado, Monterrey",25000,25405.5761682477,-1.5964061021949754,False,False,160.0,3.0,2.0,0,0,Obispado
"Lagos del Bosque, Monterrey",12000,11522.118783782205,4.147511626858331,False,False,50.0,1.0,1.0,0,0,Lagos del Bosque
"San Jerónimo, Monterrey",32000,31073.615964507575,2.981255984339078,False,False,140.0,2.0,2.0,0,0,San Jerónimo
"Los Cedros, Monterrey",6000,6019.112698309247,-0.31753348487088323,False,False,20.0,1.0,1.0,0,1,Los Cedros
"Las Brisas, Monterrey",18000,17175.561270279148,4.800068636752346,False,False,110.0,3.0,2.0,0,0,Las Brisas
"Centro, Monterrey",27000,25636.375401495607,5.319100602750733,False,False,91.0,2.0,2.0,0,1,Centro
"Regina, Monterrey",6250,8004.289434202747,-21.916866557905518,False,True,,,,0,1,Regina
"Ladrillera, Monterrey",24100,24370.166136699274,-1.1085937419705485,False,False,59.0,1.0,1.0,0,1,Ladrillera
"Colinas de San Jerónimo, Monterrey",25500,30032.935317912834,-15.093214399223944,False,False,100.0,2.0,2.0,0,0,Colinas de San Jerónimo
"Del Paseo Residencial, Monterrey",30000,29674.987506429756,1.0952405405388055,False,False,78.0,1.0,1.0,1,1,Del Paseo Residencial
"Centro, Monterrey",18000,18043.45975085401,-0.24086151688260934,False,False,75.0,2.0,2.0,1,0,Centro
"Privada Fundadores, Monterrey",42000,39740.58852995783,5.685400125211905,False,False,140.0,2.0,2.0,0,1,Privada Fundadores
"San Jerónimo, Monterrey",27000,26911.88116570346,0.3274346886193838,False,False,99.0,2.0,1.0,1,1,San Jerónimo
"Centro, Monterrey",32500,25666.056361124454,26.626387563095587,True,False,85.0,2.0,2.0,1,0,Centro
"Mitras Centro, Monterrey",17500,17230.97414499499,1.5612921982310104,False,False,53.0,1.0,1.0,1,1,Mitras Centro
"Mas Palomas (Valle de Santiago), Monterrey",26000,25255.43332556013,2.948144523366067,False,False,95.0,1.0,1.0,1,1,Mas Palomas (Valle de Santiago)
"Obispado, Monterrey",24000,25584.567197849105,-6.193449299319471,False,False,200.0,2.0,1.0,0,0,Obispado
"Centro, Monterrey",17700,17576.360402379913,0.7034425489098762,False,False,55.0,2.0,1.0,1,0,Centro
"Jardín de las Torres, Monterrey",38000,37934.66263667848,0.1722365740992502,False,False,1.0,2.0,2.0,0,0,Jardín de las Torres
"Jardín de las Torres, Monterrey",32000,29873.985039760955,7.116609844349231,False,False,100.0,2.0,2.0,1,0,Jardín de las Torres
"Tecnológico, Monterrey",40000,30185.15740622674,32.51545937523787,True,False,98.0,2.0,1.0,1,0,Tecnológico
"Centro, Monterrey",22000,23978.58648768567,-8.251472574089313,False,False,55.0,1.0,1.0,1,1,Centro
"Centro, Monterrey",35000,35217.20066438093,-0.6167459658444921,False,False,83.0,2.0,2.0,1,1,Centro
"Centro, Monterrey",21000,22700.0732178102,-7.489285173214085,False,False,51.0,1.0,1.0,1,1,Centro
"Centro, Monterrey",24900,22601.239043937214,10.170951033232972,False,False,61.0,1.0,1.0,1,1,Centro
"Monterrey Centro, Monterrey",19000,18877.74929812084,0.6475915107704482,False,False,58.0,1.0,1.0,1,0,Monterrey Centro
"San Jerónimo, Monterrey",21500,22124.568726032823,-2.822964523136335,False,False,100.0,1.0,1.0,1,1,San Jerónimo
"Roma, Monterrey",16000,18150.81600192681,-11.849693158139498,False,False,,,,1,1,Roma
"Estanza Residencial, Monterrey",30000,30344.01428756298,-1.1337138333209236,False,False,87.0,2.0,2.0,1,0,Estanza Residencial
"Chepevera, Monterrey",15000,15663.20604415199,-4.234165357223301,False,False,70.0,1.0,1.0,0,1,Chepevera
"Mirador, Monterrey",30000,30733.083111508335,-2.3853223864605493,False,False,135.0,3.0,3.0,1,0,Mirador
"San Jerónimo, Monterrey",24500,24217.095357266553,1.168202208232867,False,False,100.0,1.0,1.0,0,1,San Jerónimo
"Centro, Monterrey",25000,23955.900309659395,4.358423924145349,False,False,68.0,2.0,2.0,1,1,Centro
"Acero, Monterrey",18650,16803.025498290404,10.991916318269665,False,False,57.0,1.0,1.0,1,1,Acero
"Centro, Monterrey",18000,18501.309047401883,-2.7095869060804696,False,False,61.0,2.0,1.0,1,1,Centro
"Obispado, Monterrey",20000,21183.973697795467,-5.589006645711039,False,False,50.0,1.0,1.0,1,1,Obispado
"Roma, Monterrey",18000,17738.28556477484,1.4754212534771642,False,False,100.0,2.0,3.0,0,1,Roma
"Empleados SFEO, Monterrey",48000,47785.7716377212,0.4483099360682792,False,False,109.0,3.0,2.0,1,1,Empleados SFEO
"Regina, Monterrey",21800,20768.381349644467,4.967255911704418,False,False,75.0,2.0,2.0,0,1,Regina
"Estanza Residencial, Monterrey",36000,36065.20224243873,-0.18078989825269137,False,False,86.0,2.0,2.0,1,1,Estanza Residencial
"Centro, Monterrey",33000,29255.899604833765,12.797761975323505,False,False,68.0,2.0,2.0,1,1,Centro
"Vista Hermosa, Monterrey",20000,19995.954971482315,0.020229233979841173,False,False,300.0,2.0,,0,0,Vista Hermosa
"Lomas de San Francisco, Monterrey",22000,21479.16092911299,2.4248576217940694,False,False,63.0,,,0,0,Lomas de San Francisco
"Altavista, Monterrey",18000,24326.15501389098,-26.005568945353474,False,True,100.0,,,1,0,Altavista
"Ladrillera, Monterrey",23900,23446.10160077441,1.9359226832429872,False,False,65.0,1.0,1.0,0,1,Ladrillera
"Santa María, Monterrey",44500,38730.29697583964,14.897130863105845,False,False,142.0,2.0,2.0,1,1,Santa María
"Mitras Norte, Monterrey",16000,16554.971104006767,-3.3522927978560366,False,False,55.0,1.0,1.0,1,1,Mitras Norte
"Mitras Centro, Monterrey",20000,20192.546996701127,-0.9535547780702619,False,False,70.0,2.0,2.0,0,0,Mitras Centro
"Colinas de San Jerónimo, Monterrey",21000,20367.092005174887,3.107502998780106,False,False,38.0,1.0,1.0,1,1,Colinas de San Jerónimo
"San Jerónimo, Monterrey",28000,28082.55682205157,-0.29397900830291795,False,False,100.0,2.0,2.0,1,1,San Jerónimo
"Centro, Monterrey",25000,24965.57624655891,0.13788487436108846,False,False,78.0,2.0,2.0,1,1,Centro
"Centro, Monterrey",20000,21308.754508321923,-6.141862997252147,False,False,54.0,2.0,2.0,0,1,Centro
"Mitras Sur, Monterrey",8200,8112.441034699696,1.0793171244731967,False,False,200.0,1.0,1.0,0,1,Mitras Sur
"Obispado, Monterrey",19000,20496.989438488497,-7.303460066567167,False,False,40.0,1.0,1.0,0,0,Obispado
"Tecnológico, Monterrey",25000,25126.338616303936,-0.5028134748687876,False,False,56.0,1.0,1.0,1,1,Tecnológico
"Obispado, Monterrey",28000,28330.40893141192,-1.1662695452502683,False,False,92.0,2.0,2.0,1,0,Obispado
"Mas Palomas (Valle de Santiago), Monterrey",30000,30077.890121296216,-0.2589613865271306,False,False,1.0,2.0,,1,1,Mas Palomas (Valle de Santiago)
"Nuevo Repueblo, Monterrey",13200,13842.774850302776,-4.643395975545444,False,False,100.0,2.0,2.0,0,0,Nuevo Repueblo
"Lomas de Valle Alto, Monterrey",40000,40884.84483324161,-2.164236740656971,False,False,99.0,2.0,2.0,0,1,Lomas de Valle Alto
"Centro, Monterrey",14000,13741.458570427312,1.8814700655510403,False,False,24.0,1.0,1.0,0,1,Centro
"Jardín Español, Monterrey",24000,22260.34025763404,7.815063571498435,False,False,,,,1,0,Jardín Español
"Mitras Centro, Monterrey",25000,24511.01846217258,1.9949458182737616,False,False,68.0,2.0,2.0,1,1,Mitras Centro
"Altavista Invernadero, Monterrey",19000,19080.89274571637,-0.42394633623487177,False,False,80.0,1.0,1.0,0,1,Altavista Invernadero
"Las Cumbres, Monterrey",12000,11826.573192458078,1.4664163889208264,False,False,35.0,1.0,1.0,0,0,Las Cumbres
"Centrika 1 Sector , Monterrey",19500,20691.79003600046,-5.7597241897725295,False,False,85.0,2.0,2.0,1,1,Centrika 1 Sector
"Centro, Monterrey",16000,14982.039265449308,6.794540559630309,False,False,40.0,1.0,1.0,0,0,Centro
"Obispado, Monterrey",26500,30893.988683516734,-14.222795018569794,False,False,141.0,2.0,2.0,1,0,Obispado
"Centro, Monterrey",36000,36201.522282818434,-0.5566679799928702,False,False,94.0,3.0,2.0,1,1,Centro
"Centro, Monterrey",16900,16247.381481068198,4.016761222060597,False,False,34.0,1.0,1.0,0,1,Centro
"Jardín de las Torres, Monterrey",8500,8849.072696067793,-3.944737579372675,False,False,40.0,1.0,1.0,0,1,Jardín de las Torres
"Centro, Monterrey",15700,13071.53061222986,20.10835200363541,True,False,45.0,2.0,2.0,0,1,Centro
"Centro, Monterrey",36000,34581.01103398405,4.10337616971771,False,False,89.0,2.0,2.0,1,0,Centro
"Contry, Monterrey",52000,51742.0657576256,0.4985000861439096,False,False,164.0,3.0,2.0,1,0,Contry
"San Jerónimo, Monterrey",28000,27904.276818146922,0.343041256639293,False,False,130.0,2.0,2.0,1,1,San Jerónimo
"Ladrillera, Monterrey",24400,23679.75758455064,3.041595391665948,False,False,59.0,1.0,1.0,1,0,Ladrillera
"La República, Monterrey",12500,12596.207578206233,-0.7637820955943107,False,False,58.0,1.0,1.0,1,1,La República
"Leones, Monterrey",12000,12528.171645261698,-4.215871718691363,False,False,15.0,1.0,1.0,0,1,Leones
"Cumbre Allegro, Monterrey",14000,13954.107043225706,0.32888494141639824,False,False,40.0,1.0,1.0,1,1,Cumbre Allegro
"Obispado, Monterrey",19000,19169.669671165775,-0.8850943916941103,False,False,45.0,1.0,1.0,1,1,Obispado
"Altavista Invernadero, Monterrey",19000,18753.57601028529,1.314010669642735,False,False,,,,0,1,Altavista Invernadero
"Regina, Monterrey",19000,18729.957788644027,1.4417662570478356,False,False,66.0,2.0,2.0,1,1,Regina
"Tecnológico, Monterrey",33000,32772.66958653268,0.6936585158773296,False,False,110.0,2.0,2.0,1,1,Tecnológico
"Las Brisas 9 Sector 1 Etapa, Monterrey",17000,17120.717133071645,-0.7050939054326087,False,False,70.0,2.0,1.0,0,1,Las Brisas 9 Sector 1 Etapa
"San Jerónimo, Monterrey",26000,25942.65453209363,0.22104703215866692,False,False,180.0,2.0,2.0,0,0,San Jerónimo
"Colinas de San Gerardo, Monterrey",26500,25964.34152615704,2.0630543366691017,False,False,140.0,1.0,2.0,0,1,Colinas de San Gerardo
"Centro, Monterrey",18500,18759.528583868185,-1.38344939057456,False,False,56.0,,,1,1,Centro
"Centro, Monterrey",28000,26385.919313481394,6.117204662616858,False,False,54.0,2.0,2.0,0,1,Centro
"Tecnológico, Monterrey",50000,50149.81911356103,-0.2987430786575253,False,False,250.0,4.0,4.0,1,1,Tecnológico
"Monterrey, Nuevo León",14000,14433.113592184598,-3.0008326991836682,False,False,25.0,,,1,1,Monterrey
"Mas Palomas (Valle de Santiago), Monterrey",26000,25290.13251370263,2.8068950841311437,False,False,80.0,1.0,1.0,0,1,Mas Palomas (Valle de Santiago)
"Del Paseo Residencial, Monterrey",45000,44146.945092375834,1.9323078999898644,False,False,138.0,2.0,2.0,0,1,Del Paseo Residencial
"Mitras Centro, Monterrey",26900,26363.30893701476,2.0357500049309483,False,False,85.0,2.0,2.0,1,1,Mitras Centro
"Centro, Monterrey",25000,25092.339016940772,-0.3679968490718646,False,False,102.0,3.0,1.0,0,0,Centro
"Leones, Monterrey",8500,6701.45785394609,26.83807292759225,True,False,30.0,1.0,1.0,0,1,Leones
"Tecnológico, Monterrey",25000,24657.80760780403,1.3877648720386233,False,False,56.0,1.0,1.0,1,1,Tecnológico
"Centro, Monterrey",20000,20314.141940080124,-1.5464199325117305,False,False,55.0,2.0,2.0,1,1,Centro
"Las Cumbres, Monterrey",15000,14233.244135205483,5.387077306557051,False,False,80.0,2.0,1.0,0,0,Las Cumbres
"Centro, Monterrey",23500,22615.305527755216,3.9119280133492786,False,False,65.0,,,1,0,Centro
"Roma, Monterrey",13490,17068.986083207477,-20.967771991615223,False,True,,,,1,1,Roma
"Centro, Monterrey",32000,30615.674843651628,4.521622219395308,False,False,99.0,2.0,2.0,1,1,Centro
"Regina, Monterrey",20500,20895.62892388918,-1.893357339615047,False,False,63.0,3.0,2.0,0,1,Regina
"San Jerónimo, Monterrey",35000,35419.59158843805,-1.1846313568872953,False,False,90.0,2.0,2.0,1,1,San Jerónimo
"Pedregal la Silla 1 Sector, Monterrey",25000,24833.4573410159,0.6706382309040496,False,False,100.0,2.0,2.0,1,1,Pedregal la Silla 1 Sector
"Del Paseo Residencial, Monterrey",40000,39606.33939702811,0.9939333171533348,False,False,88.0,2.0,2.0,1,0,Del Paseo Residencial
"Cumbres 3er Sector, Monterrey",14500,14449.731676142734,0.3478841336566958,False,False,1.0,1.0,1.0,0,1,Cumbres 3er Sector
"Centro, Monterrey",18500,18461.6480171319,0.20773867442662047,False,False,60.0,2.0,1.0,1,0,Centro
"Mitras Centro, Monterrey",11000,11266.991554172666,-2.3696791897725986,False,False,25.0,1.0,,0,1,Mitras Centro
"Centro, Monterrey",14200,14549.975469856747,-2.4053337449385572,False,False,78.0,1.0,1.0,0,1,Centro
"Privada Fundadores, Monterrey",42000,41114.475865201115,2.1538013465188883,False,False,86.0,2.0,2.0,0,0,Privada Fundadores
"Ladrillera, Monterrey",30000,30458.124551799752,-1.5041128058315787,False,False,106.0,2.0,2.0,1,0,Ladrillera
"Mas Palomas (Valle de Santiago), Monterrey",26000,25791.129592326557,0.8098536627708878,False,False,100.0,1.0,1.0,0,1,Mas Palomas (Valle de Santiago)
"Centro, Monterrey",30000,27992.451305166025,7.171750244193442,False,False,80.0,2.0,2.0,1,1,Centro
"San Jerónimo, Monterrey",21750,21961.87981274887,-0.9647617351310414,False,False,58.0,1.0,1.0,1,1,San Jerónimo
"Centro, Monterrey",15000,15140.69049786673,-0.9292211467274405,False,False,49.0,1.0,1.0,1,0,Centro
"Centro, Monterrey",31000,30690.472305477924,1.008546533403555,False,False,77.0,2.0,2.0,1,1,Centro
"Obispado, Monterrey",21100,22128.932480505642,-4.649715847847944,False,False,60.0,1.0,1.0,1,1,Obispado
"Roma, Monterrey",10000,10023.709830496362,-0.23653747861122884,False,False,1.0,1.0,1.0,0,1,Roma
"Centro, Monterrey",18000,17726.146824840234,1.5449109040212066,False,False,64.0,1.0,1.0,0,0,Centro
"Del Norte, Monterrey",19000,19278.414016014114,-1.4441748983232872,False,False,60.0,2.0,1.0,1,1,Del Norte
"Centro, Monterrey",23000,22259.61093993545,3.3261545408964683,False,False,70.0,2.0,,1,1,Centro
"Centro, Monterrey",22700,22798.50042981265,-0.43204784505846927,False,False,67.0,1.0,1.0,1,1,Centro
"Villa Dorada, Monterrey",10000,9828.868390328764,1.7411120270938136,False,False,200.0,1.0,2.0,0,1,Villa Dorada
"Mas Palomas (Valle de Santiago), Monterrey",40000,38761.79174111037,3.194404085238399,False,False,100.0,2.0,2.0,1,0,Mas Palomas (Valle de Santiago)
"Centro, Monterrey",23000,21953.67242807195,4.766070803671649,False,False,44.0,1.0,1.0,1,1,Centro
"Pío X, Monterrey",10500,10416.280100243039,0.8037408647930641,False,False,40.0,1.0,1.0,0,0,Pío X
"Centro, Monterrey",26990,26630.99626350626,1.3480672406751142,False,False,,,,1,0,Centro
"Eugenio Garza Sada, Monterrey",18000,17597.09737146873,2.289597085395001,False,False,1000.0,2.0,1.0,0,0,Eugenio Garza Sada
"Centro, Monterrey",23000,21694.29905475901,6.018636241462541,False,False,74.0,2.0,2.0,0,0,Centro
"Monterrey, Nuevo León",48000,47511.55192909811,1.0280617051423726,False,False,110.0,3.0,2.0,1,1,Monterrey
"Del Paseo Residencia, Monterrey",58000,57108.7902607409,1.560547395926471,False,False,150.0,,,1,0,Del Paseo Residencia
"Centrika 1 Sector , Monterrey",21500,21375.047059011664,0.5845738755258383,False,False,1.0,3.0,2.0,1,1,Centrika 1 Sector
"Mitras Centro, Monterrey",19000,20032.860535304535,-5.155831507359085,False,False,,,,1,0,Mitras Centro
"Ciudad Satélite, Monterrey",10000,10128.083666194414,-1.264638705759635,False,False,300.0,1.0,1.0,1,0,Ciudad Satélite
"Nuevo Centro Monterrey, Monterrey",30000,30919.462919177146,-2.9737350922964056,False,False,96.0,3.0,2.0,0,1,Nuevo Centro Monterrey
"Privada Fundadores 1 Sector, Monterrey",58000,57943.71344733503,0.09714005077725667,False,False,140.0,2.0,1.0,1,1,Privada Fundadores 1 Sector
"Del Norte, Monterrey",12200,18541.656696496302,-34.202211810418454,False,True,30.0,1.0,1.0,1,1,Del Norte
"Ladrillera, Monterrey",33400,34426.33126401116,-2.9812391455260148,False,False,99.0,2.0,2.0,1,1,Ladrillera
"Contry Tesoro, Monterrey",12000,12104.877476324424,-0.8664067565289322,False,False,1.0,1.0,1.0,0,0,Contry Tesoro
"Colinas del Valle , Monterrey",18500,18702.189676234306,-1.0811016235774633,False,False,120.0,2.0,2.0,0,1,Colinas del Valle
"Tecnológico, Monterrey",13000,13298.958813546193,-2.2479866111148197,False,False,30.0,1.0,1.0,0,0,Tecnológico
"Centro, Monterrey",29000,28954.97067871972,0.15551499526598722,False,False,72.0,2.0,2.0,1,1,Centro
"Santa María, Monterrey",30000,31049.582324052393,-3.3803428113728273,False,False,110.0,2.0,2.0,1,1,Santa María
"Las Cumbres 1 Sector, Monterrey",15000,15100.81967735676,-0.667643740610557,False,False,90.0,2.0,2.0,0,0,Las Cumbres 1 Sector
"Centro, Monterrey",36000,33108.93082336889,8.731991957259268,False,False,76.0,2.0,2.0,1,1,Centro
"Mitras Centro, Monterrey",17000,16182.92717038098,5.0489804533908895,False,False,55.0,2.0,2.0,0,0,Mitras Centro
"Contry San Juanito, Monterrey",17000,17011.602061816502,-0.06820087710929697,False,False,70.0,1.0,1.0,0,1,Contry San Juanito
"Mitras Centro, Monterrey",8000,8254.169939595597,-3.0792913334184315,False,False,18.0,,,0,1,Mitras Centro
"Centro, Monterrey",24000,22389.48794453333,7.1931616277088395,False,False,70.0,2.0,2.0,0,0,Centro
"Condocasas Cumbres, Monterrey",16000,16159.052315469571,-0.9842923481181215,False,False,100.0,3.0,3.0,0,1,Condocasas Cumbres
"Ladrillera, Monterrey",25000,29671.170714263,-15.743129110903459,False,False,,,,1,0,Ladrillera
"Centro, Monterrey",22500,23285.928958021563,-3.375123918991538,False,False,65.0,,,1,1,Centro
"Centro, Monterrey",21600,22761.708799308213,-5.103785526610025,False,False,60.0,2.0,2.0,1,0,Centro
"Ladrillera, Monterrey",22700,23091.521477685757,-1.6955204881761472,False,False,68.0,1.0,1.0,1,1,Ladrillera
"Contry Sur, Monterrey",11990,12536.300450260258,-4.3577485433425185,False,False,,,,0,1,Contry Sur
"Industrial, Monterrey",18000,17412.7338666651,3.372624527726572,False,False,1.0,2.0,2.0,1,1,Industrial
"Cumbres 2do Sector, Monterrey",20000,18518.32630697017,8.001120989385182,False,False,35.0,1.0,2.0,0,0,Cumbres 2do Sector
"Maria Luisa, Monterrey",26000,31198.98981313687,-16.663968430630877,False,False,90.0,2.0,2.0,1,0,Maria Luisa
"Satélite Miradores 1er Sector, Monterrey",26000,26357.968281745034,-1.3581027107956385,False,False,119.0,3.0,2.0,1,1,Satélite Miradores 1er Sector
"Colinas de San Jerónimo, Monterrey",28500,28628.77732320356,-0.44981775417697567,False,False,96.0,2.0,2.0,1,0,Colinas de San Jerónimo
"Tecnológico, Monterrey",25000,25411.026397881393,-1.6175119865117353,False,False,56.0,1.0,1.0,1,1,Tecnológico
"Cumbres 3er Sector, Monterrey",12500,12730.227945497241,-1.8085139282888831,False,False,29.0,1.0,1.0,0,1,Cumbres 3er Sector
"Estanza Residencial, Monterrey",25500,25743.010739125493,-0.9439872499301475,False,False,80.0,1.0,2.0,1,0,Estanza Residencial
"Estanza Residencial, Monterrey",30000,29720.903599205096,0.9390575890914998,False,False,91.0,2.0,2.0,1,0,Estanza Residencial
"Mitras Centro, Monterrey",19000,19068.087950567635,-0.35707801822682456,False,False,55.0,1.0,1.0,1,0,Mitras Centro
"Ladrillera, Monterrey",35000,34896.91963063818,0.29538529604578945,False,False,120.0,2.0,2.0,1,1,Ladrillera
"Mas Palomas (Valle de Santiago), Monterrey",35000,33345.894200051865,4.960448173993072,False,False,120.0,2.0,2.0,1,1,Mas Palomas (Valle de Santiago)
"Mitras Centro, Monterrey",8500,7758.45835019999,9.557847916795167,False,False,20.0,,,0,1,Mitras Centro
"Del Paseo Residencial, Monterrey",30000,32481.70849185303,-7.640326223836058,False,False,135.0,3.0,2.0,1,0,Del Paseo Residencial
"Del Paseo Residencial, Monterrey",23000,23507.10075754509,-2.1572237375224805,False,False,65.0,1.0,1.0,1,1,Del Paseo Residencial
"Tecnológico, Monterrey",24900,24062.057334690187,3.4824231928903,False,False,67.0,1.0,1.0,1,0,Tecnológico
"Tecnológico, Monterrey",21990,20757.463109220178,5.937801186467465,False,False,,,,0,1,Tecnológico
"Roma, Monterrey",18500,18396.43702805548,0.5629512485846139,False,False,,,,0,1,Roma
"Centro, Monterrey",13500,13022.86305304768,3.6638406240527694,False,False,28.0,1.0,1.0,0,1,Centro
"Centro, Monterrey",15000,14250.898025575178,5.2565246981660865,False,False,35.0,1.0,1.0,1,1,Centro
"Centro, Monterrey",18000,17754.930435659157,1.3802901973000337,False,False,1.0,1.0,1.0,1,1,Centro
"Colinas de San Jerónimo, Monterrey",29000,24559.351305905395,18.081294732841062,False,False,133.0,2.0,2.0,0,0,Colinas de San Jerónimo
"Centro, Monterrey",21500,21009.100496401403,2.3366041001264293,False,False,55.0,2.0,2.0,0,1,Centro
"Centro, Monterrey",18000,17123.637049732064,5.117855206360197,False,False,,,,0,0,Centro
"Santa María, Monterrey",35000,33525.64438653739,4.3976950792172005,False,False,100.0,,,1,1,Santa María
"Bernardo Reyes, Monterrey",16000,16056.395254729752,-0.3512323521877663,False,False,90.0,1.0,1.0,0,0,Bernardo Reyes
"Obispado, Monterrey",11500,11418.450169075615,0.7141935176565803,False,False,300.0,1.0,1.0,0,0,Obispado
"Lomas de San Francisco, Monterrey",20000,20710.389664393206,-3.4301124986294145,False,False,55.0,,,0,1,Lomas de San Francisco
"Colinas de San Jerónimo, Monterrey",12500,12467.066674634592,0.264162583107168,False,False,49.0,1.0,,0,1,Colinas de San Jerónimo
"Miravalle, Monterrey",19000,18229.28451980015,4.227897586231216,False,False,38.0,1.0,1.0,0,1,Miravalle
"Centro, Monterrey",35000,34526.90523848857,1.370220580858921,False,False,1.0,2.0,2.0,1,1,Centro
"Centro, Monterrey",30000,28234.250818585908,6.253926101172634,False,False,85.0,2.0,2.0,0,1,Centro
